荒ぶる重力,,,,,
10,,,,,
0,-300,1,0,"(1200, 120)",
FALSE,FALSE,FALSE,2,,
64,,,,,
-600,-60,0,0,8,0
-600,-30,0,0,8,0
-600,0,0,0,8,0
-600,30,0,0,8,0
-570,-60,0,0,8,0
-570,-30,0,0,0,2
-570,0,0,0,0,2
-570,30,0,0,8,0
-540,-60,0,0,8,0
-540,-30,0,0,0,2
-540,0,0,0,0,2
-540,30,0,0,8,0
-510,-60,0,0,8,0
-510,-30,0,0,8,0
-510,0,0,0,8,0
-510,30,0,0,8,0
-480,-60,0,0,8,0
-450,-60,0,0,8,0
-420,-60,0,0,8,0
-390,-60,0,0,8,0
-360,-60,0,0,8,0
-330,-60,0,0,8,0
-300,-60,0,0,8,0
-270,-60,0,0,8,0
-240,-60,0,0,8,0
-210,-60,0,0,8,0
-180,-60,0,0,8,0
-150,-60,0,0,8,0
-120,-60,0,0,8,0
-90,-60,0,0,8,0
-60,-60,0,0,8,0
-30,-60,0,0,8,0
0,-60,0,0,8,0
30,-60,0,0,8,0
60,-60,0,0,8,0
90,-60,0,0,8,0
120,-60,0,0,8,0
150,-60,0,0,8,0
180,-60,0,0,8,0
210,-60,0,0,8,0
240,-60,0,0,8,0
270,-60,0,0,8,0
300,-60,0,0,8,0
330,-60,0,0,8,0
360,-60,0,0,8,0
390,-60,0,0,8,0
420,-60,0,0,8,0
450,-60,0,0,8,0
480,-60,0,0,8,0
480,-30,0,0,8,0
480,0,0,0,8,0
480,30,0,0,8,0
510,-60,0,0,8,0
510,-30,0,0,0,2
510,0,0,0,0,2
510,30,0,0,8,0
540,-60,0,0,8,0
540,-30,0,0,0,2
540,0,0,0,0,2
540,30,0,0,8,0
570,-60,0,0,8,0
570,-30,0,0,8,0
570,0,0,0,8,0
570,30,0,0,8,0
0,,,,,
0,300,1,3.14159,"(1200, 120)",
FALSE,FALSE,FALSE,2,,
64,,,,,
-600,-60,0,0,8,0
-600,-30,0,0,8,0
-600,0,0,0,8,0
-600,30,0,0,8,0
-570,-60,0,0,8,0
-570,-30,0,0,0,2
-570,0,0,0,0,2
-570,30,0,0,8,0
-540,-60,0,0,8,0
-540,-30,0,0,0,2
-540,0,0,0,0,2
-540,30,0,0,8,0
-510,-60,0,0,8,0
-510,-30,0,0,8,0
-510,0,0,0,8,0
-510,30,0,0,8,0
-480,-60,0,0,8,0
-450,-60,0,0,8,0
-420,-60,0,0,8,0
-390,-60,0,0,8,0
-360,-60,0,0,8,0
-330,-60,0,0,8,0
-300,-60,0,0,8,0
-270,-60,0,0,8,0
-240,-60,0,0,8,0
-210,-60,0,0,8,0
-180,-60,0,0,8,0
-150,-60,0,0,8,0
-120,-60,0,0,8,0
-90,-60,0,0,8,0
-60,-60,0,0,8,0
-30,-60,0,0,8,0
0,-60,0,0,8,0
30,-60,0,0,8,0
60,-60,0,0,8,0
90,-60,0,0,8,0
120,-60,0,0,8,0
150,-60,0,0,8,0
180,-60,0,0,8,0
210,-60,0,0,8,0
240,-60,0,0,8,0
270,-60,0,0,8,0
300,-60,0,0,8,0
330,-60,0,0,8,0
360,-60,0,0,8,0
390,-60,0,0,8,0
420,-60,0,0,8,0
450,-60,0,0,8,0
480,-60,0,0,8,0
480,-30,0,0,8,0
480,0,0,0,8,0
480,30,0,0,8,0
510,-60,0,0,8,0
510,-30,0,0,0,2
510,0,0,0,0,2
510,30,0,0,8,0
540,-60,0,0,8,0
540,-30,0,0,0,2
540,0,0,0,0,2
540,30,0,0,8,0
570,-60,0,0,8,0
570,-30,0,0,8,0
570,0,0,0,8,0
570,30,0,0,8,0
0,,,,,
-540,0,1,4.71239,"(480, 120)",
FALSE,FALSE,FALSE,2,,
