ステージ移動(チュートリアル),,,,,
10,,,,,
0,0,1,0,"(1200, 720)",
FALSE,FALSE,FALSE,1,,
90,,,,,
-600,150,0,0,8,0
-600,180,0,0,8,0
-600,210,0,0,8,0
-600,240,0,0,8,0
-600,270,0,0,8,0
-600,300,0,0,8,0
-600,330,0,0,8,0
-570,150,0,0,8,0
-570,330,0,0,8,0
-540,150,0,0,8,0
-540,330,0,0,8,0
-510,150,0,0,8,0
-510,330,0,0,8,0
-480,150,0,0,8,0
-480,330,0,0,8,0
-450,150,0,0,8,0
-450,330,0,0,8,0
-420,150,0,0,8,0
-420,330,0,0,8,0
-390,150,0,0,8,0
-390,330,0,0,8,0
-360,150,0,0,8,0
-360,330,0,0,8,0
-330,150,0,0,8,0
-330,330,0,0,8,0
-300,150,0,0,8,0
-300,330,0,0,8,0
-270,150,0,0,8,0
-270,330,0,0,8,0
-240,150,0,0,8,0
-240,330,0,0,8,0
-210,150,0,0,8,0
-210,330,0,0,8,0
-180,150,0,0,8,0
-180,330,0,0,8,0
-150,150,0,0,8,0
-150,330,0,0,8,0
-120,150,0,0,8,0
-120,330,0,0,8,0
-90,150,0,0,8,0
-90,330,0,0,8,0
-60,150,0,0,8,0
-60,330,0,0,8,0
-30,150,0,0,8,0
-30,330,0,0,8,0
0,150,0,0,8,0
0,330,0,0,8,0
30,150,0,0,8,0
30,330,0,0,8,0
60,150,0,0,8,0
60,330,0,0,8,0
90,150,0,0,8,0
90,330,0,0,8,0
120,150,0,0,8,0
120,330,0,0,8,0
150,150,0,0,8,0
150,330,0,0,8,0
180,150,0,0,8,0
180,330,0,0,8,0
210,150,0,0,8,0
210,330,0,0,8,0
240,150,0,0,8,0
240,330,0,0,8,0
270,150,0,0,8,0
270,330,0,0,8,0
300,150,0,0,8,0
300,330,0,0,8,0
330,150,0,0,8,0
330,330,0,0,8,0
360,150,0,0,8,0
360,330,0,0,8,0
390,150,0,0,8,0
390,330,0,0,8,0
420,150,0,0,8,0
420,330,0,0,8,0
450,150,0,0,8,0
450,330,0,0,8,0
480,150,0,0,8,0
480,330,0,0,8,0
510,150,0,0,8,0
510,330,0,0,8,0
540,150,0,0,8,0
540,330,0,0,8,0
570,150,0,0,8,0
570,180,0,0,8,0
570,210,0,0,8,0
570,240,0,0,8,0
570,270,0,0,8,0
570,300,0,0,8,0
570,330,0,0,8,0
2,,,,,
-510,300,0,0,,
480,300,0,1,,
-329,255,1,0,"(180, 150)",
TRUE,FALSE,FALSE,0,,
30,,,,,
-90,-75,0,0,8,0
-90,-45,0,0,8,0
-90,-15,0,0,8,0
-90,15,0,0,8,0
-90,45,0,0,8,0
-60,-75,0,0,8,0
-60,-45,0,0,0,14
-60,-15,0,0,0,15
-60,15,0,0,0,16
-60,45,0,0,8,0
-30,-75,0,0,8,0
-30,-45,0,0,1,14
-30,-15,0,0,1,15
-30,15,0,0,1,16
-30,45,0,0,8,0
0,-75,0,0,8,0
0,-45,0,0,2,14
0,-15,0,0,2,15
0,15,0,0,2,16
0,45,0,0,8,0
30,-75,0,0,8,0
30,-45,0,0,3,14
30,-15,0,0,3,15
30,15,0,0,3,16
30,45,0,0,8,0
60,-75,0,0,8,0
60,-45,0,0,8,0
60,-15,0,0,8,0
60,15,0,0,8,0
60,45,0,0,8,0
0,,,,,
0,182,1,0,"(180, 300)",
FALSE,TRUE,FALSE,1,,
30,,,,,
-90,0,0,0,8,0
-90,30,0,0,8,0
-90,60,0,0,8,0
-90,90,0,0,8,0
-90,120,0,0,8,0
-60,0,0,0,8,0
-60,30,0,0,0,17
-60,60,0,0,0,18
-60,90,0,0,0,19
-60,120,0,0,8,0
-30,0,0,0,8,0
-30,30,0,0,1,17
-30,60,0,0,1,18
-30,90,0,0,1,19
-30,120,0,0,8,0
0,0,0,0,8,0
0,30,0,0,2,17
0,60,0,0,2,18
0,90,0,0,2,19
0,120,0,0,8,0
30,0,0,0,8,0
30,30,0,0,3,17
30,60,0,0,3,18
30,90,0,0,3,19
30,120,0,0,8,0
60,0,0,0,8,0
60,30,0,0,8,0
60,60,0,0,8,0
60,90,0,0,8,0
60,120,0,0,8,0
0,,,,,
329,182,1,0,"(180, 300)",
FALSE,FALSE,TRUE,1,,
30,,,,,
-90,0,0,0,8,0
-90,30,0,0,8,0
-90,60,0,0,8,0
-90,90,0,0,8,0
-90,120,0,0,8,0
-60,0,0,0,8,0
-60,30,0,0,0,20
-60,60,0,0,0,21
-60,90,0,0,0,22
-60,120,0,0,8,0
-30,0,0,0,8,0
-30,30,0,0,1,20
-30,60,0,0,1,21
-30,90,0,0,1,22
-30,120,0,0,8,0
0,0,0,0,8,0
0,30,0,0,2,20
0,60,0,0,2,21
0,90,0,0,2,22
0,120,0,0,8,0
30,0,0,0,8,0
30,30,0,0,3,20
30,60,0,0,3,21
30,90,0,0,3,22
30,120,0,0,8,0
60,0,0,0,8,0
60,30,0,0,8,0
60,60,0,0,8,0
60,90,0,0,8,0
60,120,0,0,8,0
0,,,,,
0,0,1,0,"(540, 120)",
FALSE,FALSE,FALSE,0,,
72,,,,,
-270,-60,0,0,0,6
-270,-30,0,0,0,7
-270,0,0,0,0,8
-270,30,0,0,0,9
-240,-60,0,0,1,6
-240,-30,0,0,1,7
-240,0,0,0,1,8
-240,30,0,0,1,9
-210,-60,0,0,2,6
-210,-30,0,0,2,7
-210,0,0,0,2,8
-210,30,0,0,2,9
-180,-60,0,0,3,6
-180,-30,0,0,3,7
-180,0,0,0,3,8
-180,30,0,0,3,9
-150,-60,0,0,4,6
-150,-30,0,0,4,7
-150,0,0,0,4,8
-150,30,0,0,4,9
-120,-60,0,0,5,6
-120,-30,0,0,5,7
-120,0,0,0,5,8
-120,30,0,0,5,9
-90,-60,0,0,6,6
-90,-30,0,0,6,7
-90,0,0,0,6,8
-90,30,0,0,6,9
-60,-60,0,0,7,6
-60,-30,0,0,7,7
-60,0,0,0,7,8
-60,30,0,0,7,9
-30,-60,0,0,8,6
-30,-30,0,0,8,7
-30,0,0,0,8,8
-30,30,0,0,8,9
0,-60,0,0,0,10
0,-30,0,0,0,11
0,0,0,0,0,12
0,30,0,0,0,13
30,-60,0,0,1,10
30,-30,0,0,1,11
30,0,0,0,1,12
30,30,0,0,1,13
60,-60,0,0,2,10
60,-30,0,0,2,11
60,0,0,0,2,12
60,30,0,0,2,13
90,-60,0,0,3,10
90,-30,0,0,3,11
90,0,0,0,3,12
90,30,0,0,3,13
120,-60,0,0,4,10
120,-30,0,0,4,11
120,0,0,0,4,12
120,30,0,0,4,13
150,-60,0,0,5,10
150,-30,0,0,5,11
150,0,0,0,5,12
150,30,0,0,5,13
180,-60,0,0,6,10
180,-30,0,0,6,11
180,0,0,0,6,12
180,30,0,0,6,13
