突き抜ける壁,,,,,
10,,,,,
0,0,1,0,"(1200, 720)",
FALSE,FALSE,FALSE,0,,
137,,,,,
-600,-360,0,0,8,0
-600,-330,0,0,8,0
-600,-300,0,0,8,0
-600,-270,0,0,8,0
-600,-240,0,0,8,0
-600,-210,0,0,8,0
-600,-180,0,0,8,0
-600,-150,0,0,8,0
-600,-120,0,0,8,0
-600,-90,0,0,8,0
-600,-60,0,0,8,0
-600,-30,0,0,8,0
-600,0,0,0,8,0
-600,30,0,0,8,0
-600,60,0,0,8,0
-600,90,0,0,8,0
-600,120,0,0,8,0
-600,150,0,0,8,0
-600,180,0,0,8,0
-600,210,0,0,8,0
-600,240,0,0,8,0
-600,270,0,0,8,0
-600,300,0,0,8,0
-600,330,0,0,8,0
-570,-360,0,0,8,0
-570,330,0,0,8,0
-540,-360,0,0,8,0
-540,330,0,0,8,0
-510,-360,0,0,8,0
-510,330,0,0,8,0
-480,-360,0,0,8,0
-480,330,0,0,8,0
-450,-360,0,0,8,0
-450,330,0,0,8,0
-420,-360,0,0,8,0
-420,330,0,0,8,0
-390,-360,0,0,8,0
-390,330,0,0,8,0
-360,-360,0,0,8,0
-360,330,0,0,8,0
-330,-360,0,0,8,0
-330,330,0,0,8,0
-300,-360,0,0,8,0
-300,330,0,0,8,0
-270,-360,0,0,8,0
-270,330,0,0,8,0
-240,-360,0,0,8,0
-240,330,0,0,8,0
-210,-360,0,0,8,0
-210,330,0,0,8,0
-180,-360,0,0,8,0
-180,330,0,0,8,0
-150,-360,0,0,8,0
-150,330,0,0,8,0
-120,-360,0,0,8,0
-120,330,0,0,8,0
-90,-360,0,0,8,0
-90,330,0,0,8,0
-60,-360,0,0,8,0
-60,330,0,0,8,0
-30,-360,0,0,8,0
-30,330,0,0,8,0
0,-360,0,0,8,0
0,330,0,0,8,0
30,-360,0,0,8,0
30,330,0,0,8,0
60,-360,0,0,8,0
60,330,0,0,8,0
90,-360,0,0,8,0
90,330,0,0,8,0
120,-360,0,0,8,0
120,330,0,0,8,0
150,-360,0,0,8,0
150,330,0,0,8,0
180,-360,0,0,8,0
180,330,0,0,8,0
210,-360,0,0,8,0
210,330,0,0,8,0
240,-360,0,0,8,0
240,330,0,0,8,0
270,-360,0,0,8,0
270,330,0,0,8,0
300,-360,0,0,8,0
300,330,0,0,8,0
330,-360,0,0,8,0
330,-60,0,0,8,0
330,-30,0,0,8,0
330,0,0,0,8,0
330,30,0,0,8,0
330,60,0,0,8,0
330,90,0,0,8,0
330,120,0,0,8,0
330,150,0,0,8,0
330,180,0,0,8,0
330,210,0,0,8,0
330,240,0,0,8,0
330,270,0,0,8,0
330,300,0,0,8,0
330,330,0,0,8,0
360,-360,0,0,8,0
360,330,0,0,8,0
390,-360,0,0,8,0
390,330,0,0,8,0
420,-360,0,0,8,0
420,330,0,0,8,0
450,-360,0,0,8,0
450,330,0,0,8,0
480,-360,0,0,8,0
480,330,0,0,8,0
510,-360,0,0,8,0
510,330,0,0,8,0
540,-360,0,0,8,0
540,330,0,0,8,0
570,-360,0,0,8,0
570,-330,0,0,8,0
570,-300,0,0,8,0
570,-270,0,0,8,0
570,-240,0,0,8,0
570,-210,0,0,8,0
570,-180,0,0,8,0
570,-150,0,0,8,0
570,-120,0,0,8,0
570,-90,0,0,8,0
570,-60,0,0,8,0
570,-30,0,0,8,0
570,0,0,0,8,0
570,30,0,0,8,0
570,60,0,0,8,0
570,90,0,0,8,0
570,120,0,0,8,0
570,150,0,0,8,0
570,180,0,0,8,0
570,210,0,0,8,0
570,240,0,0,8,0
570,270,0,0,8,0
570,300,0,0,8,0
570,330,0,0,8,0
2,,,,,
-510,300,0,0,,
450,270,0,1,,
-360,360,1,0,"(120, 240)",
TRUE,FALSE,FALSE,0,,
16,,,,,
